fid,app_id,app_name,reviewer,rating,review_text,review_date,thumbs_up,reply_text,scraped_at,translated_review_text,translated_reply_text,topic,nielsen_principles,nielsen_principles_explaination
f398,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,Very easy to buy ticket. you can loan out digital tickets to friends. Very handy!,4/8/2019 9:55,0,Thanks! /Joakim,2025-07-30T13:58:09.106310,Very easy to buy ticket. you can loan out digital tickets to friends. Very handy!,Thanks! /Joakim,,,
f399,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,"good app, good features",4/7/2019 20:14,0,,2025-07-30T13:58:09.106310,"good app, good features",,,,
f400,se.skanetrafiken.washington,Skånetrafiken,A Google user,3,"Tl;dr använd för biljett planera med reseplaneraren(sidan eller appen). Appen visar inte alltid korrekta tider med tågen utan man måste källa på hemsidan eller reseplanerar appen för tider som stämmer. Medans biljett i appen är ett stort steg framåt så är dess tids planering mindre bra, hur ska man hinna med ett byte med 1 minut mellan rum när det tar minst 2 minuter att gå ifrån perrong 8 till 3(Hässleholm)",4/4/2019 18:35,0,"Hej! Tiderna visas lite annorlunda i appen jämfört med hemsidan och Reseplaneraren - appen visar verklig tid om till exempel en buss eller tåg är försenat. Så de tiderna ska vara mer korrekta. Bytestiden ska givetvis vara rimlig, vilken resa har du sökt? /Joakim",2025-07-30T13:58:09.106310,"Tl; dr use for ticket plan with the travel planner (page or app).The app does not always show correct times with the trains, but you have to source on the website or travel the app for times that are correct.While the ticket in the app is a big step forward, its time planning is less good, how to get a change of 1 minute between room when it takes at least 2 minutes to go from platform 8 to 3 (Hässleholm)","Hello!The times are shown a little differently in the app compared to the website and the travel planner - the app shows real time if, for example, a bus or train is delayed.So those times should be more accurate.The exchange time should of course be reasonable, what trip have you applied for?/Joakim",,,
f401,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,Very convenient and affordable price ❤️♥️💖,4/4/2019 14:33,2,,2025-07-30T13:58:09.106310,Very convenient and affordable price ❤️♥️💖,,,,
f402,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,"Verkligen bra och enkel app för pendlare. Det enda jag skulle vilja ha är en Setting för att starta appen i biljett-läge, dvs att senast aktiverade biljetten visas när jag startar appen. Det skulle bli mycket enklare i pendlingen.",3/25/2019 20:14,1,Hej! Beroende på vilken telefon du har så kan du långtrycka på app-ikonen. Då får du en genväg till biljetten. Du kan också skapa denna genväg och lägga direkt på startskärmen genom att trycka på häftstiftet. /Philip,2025-07-30T13:58:09.106310,"Really good and simple app for commuters.The only thing I would like is a setting to start the app in ticket mode, ie the last enabled ticket will appear when I start the app.It would be much easier in commuting.","Hello!Depending on which phone you have, you can long on the app icon.Then you get a shortcut to the ticket.You can also create this shortcut and put directly on the home screen by pressing the staples./Philip",,,
f403,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Setting up a card is ridiculous,3/22/2019 13:59,2,,2025-07-30T13:58:09.106310,Setting up a card is ridiculous,,,,
f404,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Matar in mitt personnummer och får svar att det inte är giltigt.,3/19/2019 9:36,3,,2025-07-30T13:58:09.106310,Enter my social security number and get answers that it is not valid.,,,,
f405,se.skanetrafiken.washington,Skånetrafiken,A Google user,2,"Listan med avgångar för buss/tåg rutter som visas efter en sökning går inte att fokusera på. En märklig padding i mitten av ett item, ingen padding i toppen eller botten plus dividers i en annan färg gör att det händer väldigt mycket i vyn och det blir svårt att fokusera blicken på vad man letar efter. Ta en titt på Material Design guidelines.",3/18/2019 15:19,0,Hej! Menar du i resultatet när du söker din resa eller livekartan? /Joakim,2025-07-30T13:58:09.106310,"The list of departures for bus/train routes that appear after a search cannot be focused on.A strange padding in the middle of an item, no padding at the top or bottom plus dividers in a different color makes it happen a lot in the view and it becomes difficult to focus your eyes on what you are looking for.Take a look at Material Design Guidelines.",Hello!Do you mean in the result when you are looking for your trip or live map?/Joakim,,,
f406,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"Kan inte se registrerade kort i appen!!?? EDIT: Jag menar alltdå månadskort / periodkort, inte betalkort!!",3/18/2019 14:05,1,Hej! Ser du inte dina biljetter alltså? Dubbelkolla att du är inloggad  om de är kopplade till ditt konto. Annars kontakta kundtjänst så får dom hjälpa dig. /Joakim,2025-07-30T13:58:09.106310,"Can't see registered cards in the app !! ??Edit: I mean all the month card / period card, not debit card !!","Hello!Don't you see your tickets?Double check that you are logged in if they are linked to your account.Otherwise, contact customer service and they will help you./Joakim",,,
f407,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,"Börjat arta sig o bli riktigt stabil o bra. Föredrar fortfarande reseplaneraren för att se tider, men periodkortet i appen funkar riktigt bra nu!",3/16/2019 12:36,10,"Hej! Tack för din feedback. Det nya sökresultatet i appen liknar mer den gamla appen, kanske passar det dig bättre. /Joakim",2025-07-30T13:58:09.106310,"Started to get out o get really stable and good.Still prefers the travel planner to see times, but the period card in the app works really well now!","Hello!Thanks for your feedback.The new search result in the app is more like the old app, maybe it suits you better./Joakim",,,
f408,se.skanetrafiken.washington,Skånetrafiken,A Google user,3,"Can we have a feature which let us search a stop/station and view all upcoming departure from that stop? So we don't need to hassle with entering the destination all the time. It's like ""next departure"" in SL app.",3/16/2019 8:16,1,"Hi! Download the latest version to be able to do just that. Just klick on the ""bus symbol"" in the top right corner. /Joakim",2025-07-30T13:58:09.106310,"Can we have a feature which let us search a stop/station and view all upcoming departure from that stop? So we don't need to hassle with entering the destination all the time. It's like ""next departure"" in SL app.","Hi! Download the latest version to be able to do just that. Just klick on the ""bus symbol"" in the top right corner. /Joakim",,,
f409,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"Fungerar inte att registrera betalsätt, varken via personnummer eller kort",3/9/2019 15:01,1,Hej! Om du uppdaterar till den senaste versionen hoppas jag att ditt problem är löst. /Joakim,2025-07-30T13:58:09.106310,"Does not work to register payment method, neither by social security number nor cards","Hello!If you update to the latest version, I hope your problem is solved./Joakim",,,
f410,se.skanetrafiken.washington,Skånetrafiken,A Google user,4,the only issue i have is with registering any of my cards. pleasepleaseplease fix that.,3/5/2019 16:57,1,Hi! Try do update your app. /Joakim,2025-07-30T13:58:09.106310,the only issue i have is with registering any of my cards. pleasepleaseplease fix that.,Hi! Try do update your app. /Joakim,,,
f411,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"Can't change credit card because starting the Bank ID doesnt work, can't use invoice either, since it only ever says that your personal number format is invalid, even though you input it exactly as they want it. App no longer shows actual bus arrival times, just generic ones you could see at the bus stop, which is very bad, because most of their busses either come way too early, way too late or not at all. Honestly, my 2 year old could code a better app.",2/22/2019 8:57,11,Hi! Sorry to hear that. Try do update your app to the latest version. /Joakim,2025-07-30T13:58:09.106310,"Can't change credit card because starting the Bank ID doesnt work, can't use invoice either, since it only ever says that your personal number format is invalid, even though you input it exactly as they want it. App no longer shows actual bus arrival times, just generic ones you could see at the bus stop, which is very bad, because most of their busses either come way too early, way too late or not at all. Honestly, my 2 year old could code a better app.",Hi! Sorry to hear that. Try do update your app to the latest version. /Joakim,,,
f412,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Today it took me 25 minutes just to buy a ticket with my bank card. Klarna personnummer option not working at all.,2/21/2019 19:55,1,,2025-07-30T13:58:09.106310,Today it took me 25 minutes just to buy a ticket with my bank card. Klarna personnummer option not working at all.,,,,
f413,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,För någon anledning kan jag inte köpa biljetter alls och kan inte heller lägga till betalningssätt... Har aldrig haft problem med det innan,2/20/2019 6:32,2,Hej! Väldigt tråkigt att höra. Vi vet om att det finns vissa problem som vi jobbar med Klarna för att lösa. /Joakim,2025-07-30T13:58:09.106310,For some reason I can't buy tickets at all and can't add payment methods ... have never had a problem with it before,Hello!Very boring to hear.We know that there are some problems that we work with Klarna to solve./Joakim,,,
f414,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Går ej att registrera betalkort - android-bugg-sida dyker upp när man ska använda mobilt bank-id,2/19/2019 17:34,1,Hej! Väldigt tråkigt att höra. Vi vet om att det finns vissa problem som vi jobbar med Klarna för att lösa. Kan du inte heller välja faktura så länge? Det kostar ingenting extra för dig. /Joakim,2025-07-30T13:58:09.106310,Unable to register debit cards-Android bug page shows up when using Mobile Bank ID,Hello!Very boring to hear.We know that there are some problems that we work with Klarna to solve.Can't you choose an invoice either?It costs nothing extra for you./Joakim,,,
f415,se.skanetrafiken.washington,Skånetrafiken,A Google user,4,"Nu er den bliver rigtig go, to ting til forbedring. 1. valgfri antal timer til udlån over 4 timer 2. mulighed for at sætte udlån fra et forudbestemt tidpunkt",2/16/2019 11:01,3,Tack så mycket! Tack för inspel vi får se vad vi hinner utveckla framöver! Den som fått låna en biljett kan själv lämna tillbaka den så fort 4 timmar passerat. /Joakim,2025-07-30T13:58:09.106310,"Now it is really good, two things for improvement.1. Optional number of hours for lending over 4 hours 2. Possibility to set loans from a predetermined time",Thank you very much!Thanks for the recording we will see what we will be able to develop in the future!Anyone who has borrowed a ticket can return it as soon as 4 hours passed./Joakim,,,
f416,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"går inte att lita på appen, den kan glatt skriva att tåget är 8 min försenad, och när du dem står på perrongen till oförändrad avgångstid, är dörrarna stängda och tåget kört.",2/9/2019 9:27,1,Hej! Tråkigt att höra. Det är ju alltid så att prognoserna just är prognoser och kan ändras. Det är samma sak i alla våra system och även informationen på stationerna. Men tråkigt att höra att du har missat ditt tåg. Jag tar din synpunkt vidare. /Joakim,2025-07-30T13:58:09.106310,"Can't trust the app, it can happily write that the train is 8 min delayed, and when you stand on the platform to unchanged departure time, the doors are closed and the train has run.",Hello!Sad to hear.It is always the case that the forecasts are just forecasts and can be changed.It is the same in all our systems and also the information at the stations.But sad to hear that you have missed your train.I'll take your point of view on./Joakim,,,
f417,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,new payment method doesn't work. doesn't even recognize personal number. nor it accepts MMYY of an already registered card!,2/5/2019 23:36,3,Hi! Sorry to hear that. Have you contacted Klarna to get help? /Joakim,2025-07-30T13:58:09.106310,new payment method doesn't work. doesn't even recognize personal number. nor it accepts MMYY of an already registered card!,Hi! Sorry to hear that. Have you contacted Klarna to get help? /Joakim,,,
f418,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,So should an app be.,2/5/2019 15:18,0,Thanks!,2025-07-30T13:58:09.106310,So should an app be.,Thanks!,,,
f419,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"I've been trying to register my card for months, but it fails every time. No error message, it just goes back to Settings page. I've contacted Skånetrafiken who says it's a problem with Klarna, so I contacted them next. They said it's not their problem but the bank's problem. So I called my bank who said my card and identification is working perfectly fine. My mobile BankID works fine everywhere else. So who's problem is this? Until we find out, the app is pretty much useless.",2/4/2019 10:41,9,Hi! Sorry to hear that. Hard to give you an direct answer here other that we're constantly working on improvements and talking to Klarna so that this doesn't happen. /Joakim,2025-07-30T13:58:09.106310,"I've been trying to register my card for months, but it fails every time. No error message, it just goes back to Settings page. I've contacted Skånetrafiken who says it's a problem with Klarna, so I contacted them next. They said it's not their problem but the bank's problem. So I called my bank who said my card and identification is working perfectly fine. My mobile BankID works fine everywhere else. So who's problem is this? Until we find out, the app is pretty much useless.",Hi! Sorry to hear that. Hard to give you an direct answer here other that we're constantly working on improvements and talking to Klarna so that this doesn't happen. /Joakim,,,
f420,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"I've been trying to register my card and it failed over and over. One of the basic things is payment registration and setting this up sucks. Not used friendly. This needs to be fixed immediately. It's easy to say klarna handles your payment and we need to contact them. You know it's not been working well with klarna, why not change your payment service client who provides help when needed.",2/1/2019 8:40,10,Hi! Sorry to hear that. We want the payment to be easy and work together with Klarna to make improvements. But to answer specifik cases only Klarna can answer since we don't handle the payment. Right now we have an contract with Klarna. That could change in the future. /Joakim,2025-07-30T13:58:09.106310,"I've been trying to register my card and it failed over and over. One of the basic things is payment registration and setting this up sucks. Not used friendly. This needs to be fixed immediately. It's easy to say klarna handles your payment and we need to contact them. You know it's not been working well with klarna, why not change your payment service client who provides help when needed.",Hi! Sorry to hear that. We want the payment to be easy and work together with Klarna to make improvements. But to answer specifik cases only Klarna can answer since we don't handle the payment. Right now we have an contract with Klarna. That could change in the future. /Joakim,,,
f421,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Försökte uppdatera mitt visakort. Kastades tillbaka till startsidan varje gång det var dags att verifiera kortet med mobilt BankID utan att BankID appen startade. Hjälpte inte att starta BankID manuelt heller för det fanns ingen väntande verifiering.,1/31/2019 8:57,3,Hej! Tråkigt att höra. 3D Secure har aktiverats vid byte av kort för att betalningarna ska bli säkrare. Har du fortsatta problem kontakta gärna din bank eller Klarna. /Joakim,2025-07-30T13:58:09.106310,Tried to update my visa card.Was thrown back to the home page every time it was time to verify the card with Mobile BankID without the BankID app starting.Did not help to start BankID manual either because there was no waiting verification.,"Hello!Sad to hear.3D Secure has been activated when replacing cards for the payments to be safer.If you have continued problems, please contact your bank or Klarna./Joakim",,,
f422,se.skanetrafiken.washington,Skånetrafiken,A Google user,3,"The app does what it should, it handles tickets well, has a good overview - but it's marred by a few UI issues (returning from a depleted ticket to your period card, when traveling to and from your home zone, is tedious) Especially payments are poorly done. You can either choose invoicing or ONE card, meaning you can't do multiple sources of payment (e.g. for company covered travels), and then the invoicing doesn't seem to work, as it doesn't accept valid personal numbers.",1/29/2019 9:08,0,Hi! Thanks. We're always working on fixes. That includes contact with Klarna so that payments works well. /Joakim,2025-07-30T13:58:09.106310,"The app does what it should, it handles tickets well, has a good overview - but it's marred by a few UI issues (returning from a depleted ticket to your period card, when traveling to and from your home zone, is tedious) Especially payments are poorly done. You can either choose invoicing or ONE card, meaning you can't do multiple sources of payment (e.g. for company covered travels), and then the invoicing doesn't seem to work, as it doesn't accept valid personal numbers.",Hi! Thanks. We're always working on fixes. That includes contact with Klarna so that payments works well. /Joakim,,,
f423,se.skanetrafiken.washington,Skånetrafiken,A Google user,4,"Love the App. However, latest update i.e. 1.17.1 does not allow to delete a favorite. Can this be fixed?",1/28/2019 16:52,0,"Hi! Thanks! Hm, that shouldn't be a problem. Can't you swipe to delete? Or do you mean anything else? /Joakim",2025-07-30T13:58:09.106310,"Love the App. However, latest update i.e. 1.17.1 does not allow to delete a favorite. Can this be fixed?","Hi! Thanks! Hm, that shouldn't be a problem. Can't you swipe to delete? Or do you mean anything else? /Joakim",,,
f424,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,"Awesome app for transportation, buses and train you just enter point A and point B and it calculates where is the nearest station for you... I just got used to Swedish language and they have added english... thumbs up for that but it would be awesome if i could change back to Swedish so i can learnt it better :) It would be awesome if you could implement bus lines... example i click number 33 i can see its route and time table... overal awesome app update: i love the new feature live tracking 6*",1/26/2019 15:02,16,Thanks for your feedback! We're constantly working on new features. Right now the app change to English when a phone not is set on Swedish. Thanks! /Joakim,2025-07-30T13:58:09.106310,"Awesome app for transportation, buses and train you just enter point A and point B and it calculates where is the nearest station for you... I just got used to Swedish language and they have added english... thumbs up for that but it would be awesome if i could change back to Swedish so i can learnt it better :) It would be awesome if you could implement bus lines... example i click number 33 i can see its route and time table... overal awesome app update: i love the new feature live tracking 6*",Thanks for your feedback! We're constantly working on new features. Right now the app change to English when a phone not is set on Swedish. Thanks! /Joakim,,,
f425,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Can't register credit card. No swish?,1/25/2019 16:54,1,Not yet! Please contact Klarna if your problems continue. /Joakim,2025-07-30T13:58:09.106310,Can't register credit card. No swish?,Not yet! Please contact Klarna if your problems continue. /Joakim,,,
f426,se.skanetrafiken.washington,Skånetrafiken,A Google user,2,Jag föredrar Jojo korten över appen pga det var smidigare att använda. Appen tar ofta lång tid att ladda och inte sitter jag uppe med den i +5min för att vänta på kontrollanten. Det hade behövts en widget till appen där man kan välja sin 30 dagars biljett. Smidigare för resenärer och dem som jobbar på tåget.,1/22/2019 7:57,1,"Hej! Tack för fin feedback. Vi tittar på snabbare sätt att nå sin biljett eftersom det är fler som du som efterlyser det. Har din mobil stöd för nån form av ""long press"" så kan det fungera att komma till aktiva biljetter via appikonen. /Joakim",2025-07-30T13:58:09.106310,I prefer the Jojo cards over the app because it was easier to use.The app often takes a long time to charge and I do not sit up with it for +5min to wait for the controller.A widget was needed for the app where you can choose your 30 day ticket.Smoother for travelers and those who work on the train.,"Hello!Thanks for nice feedback.We are looking at faster ways to reach their ticket because there are more like you who are looking for it.If your mobile support has some form of ""long press"" it can work to get to active tickets via the Appikonen./Joakim",,,
f427,se.skanetrafiken.washington,Skånetrafiken,A Google user,4,"The ticket sharing functionality is a major plus! Also like the fact that you can buy tickets to Denmark in this app now. If you add the ability to buy tickets to Göteborg, you'll definitely get a 5 star rating from me.",1/18/2019 9:24,9,Hi!  We're working on that aswell for later this year. /Joakim,2025-07-30T13:58:09.106310,"The ticket sharing functionality is a major plus! Also like the fact that you can buy tickets to Denmark in this app now. If you add the ability to buy tickets to Göteborg, you'll definitely get a 5 star rating from me.",Hi!  We're working on that aswell for later this year. /Joakim,,,
f428,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Cant find any trips that matches my times. all search results are wrong,1/16/2019 18:22,1,Hi! Please contact our customer service so that we can look into this! /Joakim,2025-07-30T13:58:09.106310,Cant find any trips that matches my times. all search results are wrong,Hi! Please contact our customer service so that we can look into this! /Joakim,,,
f429,se.skanetrafiken.washington,Skånetrafiken,A Google user,4,En ganska så väl utarbetad app som verkligen har blivit så mycket bättre på sistone. Finns en funktion jag hade hoppats ni skulle kunna implementera och det är att man ska kunna klicka på en hållplats och då se vilka avgångar/ankommande baserat på tågen eller bussarna.,1/16/2019 17:08,0,Hej! Stort tack! Just den funktionen kommer inom kort. Håll utkik! /Joakim,2025-07-30T13:58:09.106310,A pretty well -developed app that has really gotten so much better lately.There is a feature I had hoped you could implement and that is that you should be able to click on a stop and then see which departures/arriving based on the trains or buses.,Hello!Big thanks!This particular function is coming soon.Keep an eye out!/Joakim,,,
f430,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,En riktigt bra app där man kontinuerligt fortsatt och förbättra appen längs med vägen. En eloge till ett bra arbete på denna fronten. En liten grej som är något störigt men en bagatell i sammanhanget är den ständiga frågan om att aktivera gpsen för stt hitta ens position.,1/16/2019 7:29,1,Hej! Tack för det! Vi kämpar vidare med fler förbättringar (och andra delar av det nya biljettsystemet)! /Joakim,2025-07-30T13:58:09.106310,A really good app where you continuously continue and improve the app along the way.An eloge to a good job on this front.A small thing that is somewhat disturbing but a trifle in this context is the constant question of activating the GPS for STT finding one's position.,Hello!Thanks for that!We are struggling with more improvements (and other parts of the new ticket system)!/Joakim,,,
f431,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"less than useless , i don't live in Sweden I'm in a visit and they keep asking me for a personal id number, and they charged 1 sek from my bank card and then they said something went wrong with the registration process! and I'm still not able to buy a bus ticket yet !",1/8/2019 15:09,2,Hi! hope you managed to buy a ticket. You can still add a bank card without your social security number. /Joakim,2025-07-30T13:58:09.106310,"less than useless , i don't live in Sweden I'm in a visit and they keep asking me for a personal id number, and they charged 1 sek from my bank card and then they said something went wrong with the registration process! and I'm still not able to buy a bus ticket yet !",Hi! hope you managed to buy a ticket. You can still add a bank card without your social security number. /Joakim,,,
f432,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"For 3 consecutive days I have trying to purchase a 30-days ticket without success. I have even tried different debit and credit cards on two smart-phones. This is the second time that I have this issue, first one was in the beginning of december. When contacting Klarna, the customer service representative cannot provide immediate answer and they take up to three days to contact you back. I never had such a big problems purchasing transportation tickets like with this App",1/6/2019 12:15,4,Hi! Sorry to hear that. Since Klarna is handling the purchases they need to help you. /Joakim,2025-07-30T13:58:09.106310,"For 3 consecutive days I have trying to purchase a 30-days ticket without success. I have even tried different debit and credit cards on two smart-phones. This is the second time that I have this issue, first one was in the beginning of december. When contacting Klarna, the customer service representative cannot provide immediate answer and they take up to three days to contact you back. I never had such a big problems purchasing transportation tickets like with this App",Hi! Sorry to hear that. Since Klarna is handling the purchases they need to help you. /Joakim,,,
f433,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,Omöjligt att registrera sitt kort utan att appen kraschar,1/4/2019 16:12,3,Hej! Tråkigt att höra. Kontakta vår kundtjänst om problemet kvarstår. /Joakim,2025-07-30T13:58:09.106310,Impossible to register their card without the app crashing,Hello!Sad to hear.Contact our customer service if the problem persists./Joakim,,,
f434,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"Tried 30min to register 3 different cards. Not possible. Useless. Several other users have reported the same problem. It's amazing that Skånetrafiken then refer to one of the third party providers they use for the app. If you provide a product you are responsible for it. Skånetrafiken, towards the customers you must consider yourself accountable for both the front end and the backend of the app.",12/27/2018 8:37,13,Hi! Sorry to hear that. We're working together with Klarna to ensure that users don't have these problems. But since Klarna handle the payment and take all the risk we can't always know why a specifik card is rejected and therefore we must ask users to contact Klarna directly. But of course we try to help aswell. /Joakim,2025-07-30T13:58:09.106310,"Tried 30min to register 3 different cards. Not possible. Useless. Several other users have reported the same problem. It's amazing that Skånetrafiken then refer to one of the third party providers they use for the app. If you provide a product you are responsible for it. Skånetrafiken, towards the customers you must consider yourself accountable for both the front end and the backend of the app.",Hi! Sorry to hear that. We're working together with Klarna to ensure that users don't have these problems. But since Klarna handle the payment and take all the risk we can't always know why a specifik card is rejected and therefore we must ask users to contact Klarna directly. But of course we try to help aswell. /Joakim,,,
f435,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"En bra app fram till att det är dags att betala. Så fort Klarna är inblandat så är det strul såvida man inte väljer faktura. Testat med flera olika kort. Klarnas kortbetalningar suger, inte bara i Skånetrafikens app.",12/26/2018 11:21,2,"Hej! Vad tråkigt att höra, självklart ska det fungera. Vi jobbar hela tiden med Klarna för att det här inte ska hända men vi har svårt att säga exakt varför det inte fungerat för dig. Har du kontaktat Klarnas kundtjänst för att få hjälp? /Joakim",2025-07-30T13:58:09.106310,"A good app until it's time to pay.As soon as clear is involved, it is a stroll unless you choose an invoice.Tested with several different cards.Klarna's card payments suck, not just in Skånetrafiken's app.","Hello!How sad to hear, of course it should work.We are constantly working with Klarna so that this does not happen, but we have a hard time saying exactly why it did not work for you.Have you contacted Klarna's customer service for help?/Joakim",,,
f436,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"går inte att klistra lösenord, vilket gör det omöjligt att använda password manager vid inloggning. idiotgrej.",12/21/2018 7:10,1,,2025-07-30T13:58:09.106310,"Unable to paste passwords, making it impossible to use Password Manager at login.Idiot gear.",,,,
f437,se.skanetrafiken.washington,Skånetrafiken,A Google user,3,It is ok but messy if you enter the stop in the wrong direction.,12/17/2018 10:55,0,Hi! Can you describe your problem a bit more? /Joakim,2025-07-30T13:58:09.106310,It is ok but messy if you enter the stop in the wrong direction.,Hi! Can you describe your problem a bit more? /Joakim,,,
f438,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"Ska gå att låna ut sitt kort under en kortare period men så klart fungerar inte det (men kortet är ändå ""utlånat"" under den valda tiden). Går inte att byta språk heller. Känns ungefär lika pålitlig som Skånetrafikens bussar.",12/14/2018 17:23,3,Hej! Beskriv gärna vad som hände när du lånade ut. Du kunde låna ut den men den som skulle låna biljetten fick den inte? Dubbelkolla gärna att personen hade det angivna numret registrerat i appen på sin telefon. Annars kontakta vår kundtjänst. Givetvis ska tjänsten fungera och den används av många. Språket är styrs av telefonens språk. /Joakim,2025-07-30T13:58:09.106310,"Will be able to lend their card for a shorter period but of course it does not work (but the card is still ""loaned"" during the selected time).Unable to change languages either.Feels about as reliable as Skånetrafiken's buses.","Hello!Please describe what happened when you lent.You could lend it but the one who would borrow the ticket did not receive it?Feel free to double check that the person had the specified number registered in the app on his phone.Otherwise, contact our customer service.Of course, the service should work and it is used by many.The language is controlled by the phone's language./Joakim",,,
f439,se.skanetrafiken.washington,Skånetrafiken,A Google user,1,"Den värste trafik bolag i hela världen! Om du har bokat en tid med en läkare eller annat och tänkte att du kom i tid, TÄNK INTE DET! Bussen FÅR komma sen hela tiden!",12/13/2018 11:10,0,,2025-07-30T13:58:09.106310,"The worst traffic company in the world!If you have booked a time with a doctor or other and thought you arrived on time, don't think so!The bus may come late all the time!",,,,
f440,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,I like it,12/1/2018 18:17,0,Thanks! /Joakim,2025-07-30T13:58:09.106310,I like it,Thanks! /Joakim,,,
f441,se.skanetrafiken.washington,Skånetrafiken,A Google user,2,"Väldigt förvirrande, det visades sig att biljetten visade när jag köpte den tills när den gick ut men det stod inte så jag köpte en till men insåg snart felet.",11/29/2018 16:42,0,"Hej! Jag förstår inte riktigt vad du menar, men har du köpt en biljett för mycket kontakta vår kundtjänst. Och har du möjlighet, utveckla gärna vad som är otydligt. /Joakim",2025-07-30T13:58:09.106310,"Very confusing, it turned out that the ticket showed when I bought it until it went out but it was not so I bought one more but soon realized the error.","Hello!I don't really understand what you mean, but if you have bought a ticket for much contact our customer service.And if you have the opportunity, please develop what is unclear./Joakim",,,
f442,se.skanetrafiken.washington,Skånetrafiken,A Google user,3,"De har nu fixat vissa tidigare problem. En ny sak de lagt till är att efter man sökt upp en resa visas en knapp med texten ""Select ticket"" men det som händer när man trycker på den är att man kan bara köpa nya biljetter, inte välja en man redan har och är giltig. Eva en helt missvisande knapp som skulle kunna vara toppen bra men istället bara lurar användere. Snälla fixa detta och sluta införa ologiska element.",11/27/2018 20:34,2,Hej! Anledningen är att den som inte har en biljett inte ska missuppfatta och tro att man köper en biljett direkt när man trycker på knappen utan kommer till valet där man väljer vilken biljett man ska köpa. Det här är nått vi har fått mycket feedback på i våra användartester. Men vi tittar på andra sätt att snabbare nå en aktiv biljett. /Joakim,2025-07-30T13:58:09.106310,"They have now fixed some previous problems.A new thing they added is that after looking for a trip, a button is shown with the text ""Select Ticket"" but what happens when you press it is that you can only buy new tickets, not choose a man already and is valid.Eva a completely misleading button that could be the top good but instead just lurks uses.Please fix this and stop introducing illogical elements.",Hello!The reason is that anyone who does not have a ticket should not misunderstand and think that you buy a ticket directly when you press the button but come to the choice where you choose which ticket to buy.This is something we have received a lot of feedback on in our user tests.But we look at other ways to reach an active ticket faster./Joakim,,,
f443,se.skanetrafiken.washington,Skånetrafiken,A Google user,3,"It's ok but is missing some trivial functions. Like possibility to subscribe and get notifications about selected departures. Would also be good to prevent it from asking about turning on location services every time I go in there. Also a direct button to access the last activated ticket. Since all this is missing, I'd say this is a rather mediocre app.",11/20/2018 20:22,3,Hi! We're working on some of these things right now. /Joakim,2025-07-30T13:58:09.106310,"It's ok but is missing some trivial functions. Like possibility to subscribe and get notifications about selected departures. Would also be good to prevent it from asking about turning on location services every time I go in there. Also a direct button to access the last activated ticket. Since all this is missing, I'd say this is a rather mediocre app.",Hi! We're working on some of these things right now. /Joakim,,,
f444,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,Glad to have the English version back for those of us learning Swedish. Another plus for allowing use without requiring a personal number.,11/18/2018 20:19,3,Thanks! /Joakim,2025-07-30T13:58:09.106310,Glad to have the English version back for those of us learning Swedish. Another plus for allowing use without requiring a personal number.,Thanks! /Joakim,,,
f445,se.skanetrafiken.washington,Skånetrafiken,A Google user,5,I really love the ticket lending feature!,11/12/2018 7:46,1,We agree! /Joakim,2025-07-30T13:58:09.106310,I really love the ticket lending feature!,We agree! /Joakim,,,
