fid,reviewer,rating,review_date,thumbs_up,translated_review_text
f363,A Google user,1,9/3/2019 14:46,0,"Bad application, I am having problems in buying tickets, one of the cases that i had was buying a ticket outside the train in kastrup airport heading to malmö, beginning of last month, which led to me only being able to try and buy it on the train until its too late, and getting a fine, very frustrating process to go through now with skånetrafiken about this issue. Thanks"
f364,A Google user,5,8/26/2019 22:10,0,Yes it works really well
f365,A Google user,4,8/21/2019 8:26,1,Intuitive and good GUI. But why does the app insist to get a social security number? And also to foreigners who need to register first on a website?
f366,A Google user,1,8/19/2019 23:48,1,"good with info and timetables, but can't purchase tickets or use any other functions, app has too many bugs. Reseplaneraren used to work but has the same issues as this one now. Basically only works for some people and only when it wants too"
f367,A Google user,5,8/19/2019 18:01,0,good
f368,A Google user,5,8/13/2019 21:34,2,"Very useful, very simple. Thanks a lot."
f369,A Google user,2,8/6/2019 22:48,0,"Registration of cards with bank ID works only for some cards.Upon registration, the bank ID app is started but then nothing more happens.If you wait for a while in the Skånetrafiken app, after a while you get the message ""undefined"".Fails with Visa Debit Cards from Skandia.Managed to register a master card from Swedbank, which seems to use another verification process.App version 1.21.2.Android version 7.0"
f370,A Google user,1,8/5/2019 9:16,1,Cannot register for invoice payment.
f371,A Google user,3,8/1/2019 7:27,1,in the latest app... prompt for GPS to be enabled. which is unnecessary to prompt often during open
f372,A Google user,2,7/26/2019 15:31,1,Overall good app. But I got confused about the expired and active tickets. When buying a new ticket it showed my old expired ticket. I thought some error happened and bought another ticket. This other ticket didn't show up either! I was lucky the controllant never showed up. Not until I got off the train and restarted the app the 2 active tickets were visible. I later found out that if this happens you need to go back to find you active tickets which I think if very unintuitive.
f373,A Google user,2,7/26/2019 12:56,1,Does not consider user experience much. Only has Klarna as payment option. Lengthy ToC for public service not ok. Not possible to purchase ticket advance of journey.
f374,A Google user,1,7/19/2019 16:06,1,"Total shit!When you have to pay with your BankID, it does not work.Probably somewhat mess with Klarna, which Skånetrafiken should find out with them instead of referring to.Why is it not possible to SMS pay or swisha?Hello customer experience anybody!?Chose to take an hour's walk as a protest instead of going with this Soviet company.So there!Bläh !!"
f375,A Google user,1,7/13/2019 17:22,36,"I had the same problem as many who wrote here that the app is lagging and ended up getting a 1000 SEK fine because the app failed to respond when I clicked ""activate"" and immediately got on the train. I didn't realize that the app was lagging until the train moved a few seconds later and I explained what happened to the conductor and I showed him that the app is still going in circles and suddenly it worked in front of him and the ticket got activated and he scanned it but he insisted and gave me a 1000 SEK fine anyway. My Internet connection was working good because I received email notifications while the app was just going in circles. The situation was humiliating and embarrassing and I ended up paying for your mistakes in the app. You should admit that your app has bugs and take responsibility for that, and you should fix it before slapping people with hefty fines! I demand a refund of the fine amount!"
f376,A Google user,1,7/12/2019 8:27,0,"You cannot delete sit account card.There is no lock there so anyone can use it.They require a SEK 1 to put a new card in and this is the only time you have to confirm the purchase with Bank ID.Then, if you queue a summer card of 700 then you should not use BankID to confirm."
f377,A Google user,1,7/6/2019 14:56,0,Eats up battery time
f378,A Google user,4,7/4/2019 8:07,2,"Unfortunately after purchasing tickets with discount vouchers, the receipt in both app and mail show full price paid and no sign of them, dispite they were really used! Just need to improve on both app and mail receipts about them, otherwise the information is a bit misleading (the simple vanishing of the vouchers doesn't necessarily mean that they were successfully used). And unfortunately there is no senior ticket yet (must continue with jojo card)."
f379,A Google user,4,6/27/2019 18:20,2,Good app. It would be nice to have configuration options to make it start showing the last valid ticket used and don't ask about turn on location each time. Some tickets are about 10% more expensive comparing with the JoJo card. I think it's unfair but I guess has nothting to do with the app.
f380,A Google user,1,6/25/2019 17:52,0,Scraping board
f381,A Google user,1,6/25/2019 11:48,1,"The app works about as good as the trains ... Tried to buy a ticket with cards but spent against all other apps I wide so it does not work with BankID, BankID starts fine but it does not notice Skånetrafiken so can never verify ... maybe there are leaves on the track or something like that"
f382,A Google user,4,6/24/2019 12:00,1,"Great potential - low ambition very nice and easy to use app with nice interface.However, the user experience is held back by the lack of features (not just the app's fault) and that you have to go through Klarna to pay.Swish had been a much needed lift!"
f383,A Google user,4,6/10/2019 11:34,1,Missing a feature to change language in the app
f384,A Google user,1,6/7/2019 13:28,1,"Hahahah, arrives faster on foot.Damn joke then"
f385,A Google user,1,5/30/2019 22:54,2,It took so long to buy a single ticket that I missed the bus
f386,A Google user,1,5/25/2019 10:26,2,"Doesn't work anymore, it keeps on lagging"
f387,A Google user,1,5/11/2019 10:24,4,it's useless since I cannot buy any ticket with Klarna.
f388,A Google user,1,5/11/2019 0:10,1,"Does not work to register payment method no matter what you do.Klarna should redo and do right.Stop running to vending machine two nights in a row, under all criticism."
f389,A Google user,1,5/10/2019 20:04,1,Ticket across the county boundaries please.Customer service is looking for me to use the old app but it does not work.
f390,A Google user,1,5/6/2019 8:50,1,"App freezes, does not connect, requires reinstallation to work.Lots of bugs and poor ease of use"
f391,A Google user,5,4/29/2019 15:14,0,great app and features. easy to use.
f392,A Google user,4,4/23/2019 8:04,2,"A bit cumbersome to reach your tickets, ui is a bit cluttered and confusing."
f393,A Google user,1,4/21/2019 13:07,1,"Registration of payment methods is under all criticism.Can't you just look at any other app and learn, instead of doing something bad notch yourself?"
f394,A Google user,1,4/19/2019 14:07,5,"This app - and the whole system - is directly hostile to tourists. Upon downloading the app and entering a lot of information I learn that as a foreigner I have to sign up on the website. I do that, then go back to the app and try to purchase a ticket. I don't have a personal number, so I press ""skip this step"" and an error occurs. Back to the website... Where I manage to purchase a 24 hour ticket... Only for it not to show up in the app, because there apparently is a 24 hour waiting period..."
f395,A Google user,4,4/17/2019 8:37,2,"works well for me. an improvement would be to get a shortcut to the ticket itself on the home screen. that way I don't have to open app, then select menu, then select ticket, then open ticket every time a ticket controller passes. since they often check multiple times per journey. one shortcut on screen directly to open ticket would do the job. after developer's comment: the""long press"" didn't render anything on a huawei android. Perhaps a widget would be a good idea with a direct link to ticket."
f396,A Google user,3,4/11/2019 23:40,2,"The app recognises the card registered with Klarna, but when entering the expiration date (and I am certain it is the correct one) it says it's wrong. Eventually I ran out of tries and the app asks to add another payment method, but doing so gives an error upon entering my person number. Needs more work.."
f397,A Google user,1,4/8/2019 21:14,2,Unable to register payment method!
f398,A Google user,5,4/8/2019 9:55,0,Very easy to buy ticket. you can loan out digital tickets to friends. Very handy!
f399,A Google user,5,4/7/2019 20:14,0,"good app, good features"
f400,A Google user,3,4/4/2019 18:35,0,"Tl; dr use for ticket plan with the travel planner (page or app).The app does not always show correct times with the trains, but you have to source on the website or travel the app for times that are correct.While the ticket in the app is a big step forward, its time planning is less good, how to get a change of 1 minute between room when it takes at least 2 minutes to go from platform 8 to 3 (Hässleholm)"
f401,A Google user,5,4/4/2019 14:33,2,Very convenient and affordable price ❤️♥️💖
f402,A Google user,5,3/25/2019 20:14,1,"Really good and simple app for commuters.The only thing I would like is a setting to start the app in ticket mode, ie the last enabled ticket will appear when I start the app.It would be much easier in commuting."
f403,A Google user,1,3/22/2019 13:59,2,Setting up a card is ridiculous
f404,A Google user,1,3/19/2019 9:36,3,Enter my social security number and get answers that it is not valid.
f405,A Google user,2,3/18/2019 15:19,0,"The list of departures for bus/train routes that appear after a search cannot be focused on.A strange padding in the middle of an item, no padding at the top or bottom plus dividers in a different color makes it happen a lot in the view and it becomes difficult to focus your eyes on what you are looking for.Take a look at Material Design Guidelines."
f406,A Google user,1,3/18/2019 14:05,1,"Can't see registered cards in the app !! ??Edit: I mean all the month card / period card, not debit card !!"
f407,A Google user,5,3/16/2019 12:36,10,"Started to get out o get really stable and good.Still prefers the travel planner to see times, but the period card in the app works really well now!"
f408,A Google user,3,3/16/2019 8:16,1,"Can we have a feature which let us search a stop/station and view all upcoming departure from that stop? So we don't need to hassle with entering the destination all the time. It's like ""next departure"" in SL app."
f409,A Google user,1,3/9/2019 15:01,1,"Does not work to register payment method, neither by social security number nor cards"
f410,A Google user,4,3/5/2019 16:57,1,the only issue i have is with registering any of my cards. pleasepleaseplease fix that.
f411,A Google user,1,2/22/2019 8:57,11,"Can't change credit card because starting the Bank ID doesnt work, can't use invoice either, since it only ever says that your personal number format is invalid, even though you input it exactly as they want it. App no longer shows actual bus arrival times, just generic ones you could see at the bus stop, which is very bad, because most of their busses either come way too early, way too late or not at all. Honestly, my 2 year old could code a better app."
f412,A Google user,1,2/21/2019 19:55,1,Today it took me 25 minutes just to buy a ticket with my bank card. Klarna personnummer option not working at all.
f413,A Google user,1,2/20/2019 6:32,2,For some reason I can't buy tickets at all and can't add payment methods ... have never had a problem with it before
f414,A Google user,1,2/19/2019 17:34,1,Unable to register debit cards-Android bug page shows up when using Mobile Bank ID
f415,A Google user,4,2/16/2019 11:01,3,"Now it is really good, two things for improvement.1. Optional number of hours for lending over 4 hours 2. Possibility to set loans from a predetermined time"
f416,A Google user,1,2/9/2019 9:27,1,"Can't trust the app, it can happily write that the train is 8 min delayed, and when you stand on the platform to unchanged departure time, the doors are closed and the train has run."
f417,A Google user,1,2/5/2019 23:36,3,new payment method doesn't work. doesn't even recognize personal number. nor it accepts MMYY of an already registered card!
f418,A Google user,5,2/5/2019 15:18,0,So should an app be.
f419,A Google user,1,2/4/2019 10:41,9,"I've been trying to register my card for months, but it fails every time. No error message, it just goes back to Settings page. I've contacted Skånetrafiken who says it's a problem with Klarna, so I contacted them next. They said it's not their problem but the bank's problem. So I called my bank who said my card and identification is working perfectly fine. My mobile BankID works fine everywhere else. So who's problem is this? Until we find out, the app is pretty much useless."
f420,A Google user,1,2/1/2019 8:40,10,"I've been trying to register my card and it failed over and over. One of the basic things is payment registration and setting this up sucks. Not used friendly. This needs to be fixed immediately. It's easy to say klarna handles your payment and we need to contact them. You know it's not been working well with klarna, why not change your payment service client who provides help when needed."
f421,A Google user,1,1/31/2019 8:57,3,Tried to update my visa card.Was thrown back to the home page every time it was time to verify the card with Mobile BankID without the BankID app starting.Did not help to start BankID manual either because there was no waiting verification.
f422,A Google user,3,1/29/2019 9:08,0,"The app does what it should, it handles tickets well, has a good overview - but it's marred by a few UI issues (returning from a depleted ticket to your period card, when traveling to and from your home zone, is tedious) Especially payments are poorly done. You can either choose invoicing or ONE card, meaning you can't do multiple sources of payment (e.g. for company covered travels), and then the invoicing doesn't seem to work, as it doesn't accept valid personal numbers."
f423,A Google user,4,1/28/2019 16:52,0,"Love the App. However, latest update i.e. 1.17.1 does not allow to delete a favorite. Can this be fixed?"
f424,A Google user,5,1/26/2019 15:02,16,"Awesome app for transportation, buses and train you just enter point A and point B and it calculates where is the nearest station for you... I just got used to Swedish language and they have added english... thumbs up for that but it would be awesome if i could change back to Swedish so i can learnt it better :) It would be awesome if you could implement bus lines... example i click number 33 i can see its route and time table... overal awesome app update: i love the new feature live tracking 6*"
f425,A Google user,1,1/25/2019 16:54,1,Can't register credit card. No swish?
f426,A Google user,2,1/22/2019 7:57,1,I prefer the Jojo cards over the app because it was easier to use.The app often takes a long time to charge and I do not sit up with it for +5min to wait for the controller.A widget was needed for the app where you can choose your 30 day ticket.Smoother for travelers and those who work on the train.
f427,A Google user,4,1/18/2019 9:24,9,"The ticket sharing functionality is a major plus! Also like the fact that you can buy tickets to Denmark in this app now. If you add the ability to buy tickets to Göteborg, you'll definitely get a 5 star rating from me."
f428,A Google user,1,1/16/2019 18:22,1,Cant find any trips that matches my times. all search results are wrong
f429,A Google user,4,1/16/2019 17:08,0,A pretty well -developed app that has really gotten so much better lately.There is a feature I had hoped you could implement and that is that you should be able to click on a stop and then see which departures/arriving based on the trains or buses.
f430,A Google user,5,1/16/2019 7:29,1,A really good app where you continuously continue and improve the app along the way.An eloge to a good job on this front.A small thing that is somewhat disturbing but a trifle in this context is the constant question of activating the GPS for STT finding one's position.
f431,A Google user,1,1/8/2019 15:09,2,"less than useless , i don't live in Sweden I'm in a visit and they keep asking me for a personal id number, and they charged 1 sek from my bank card and then they said something went wrong with the registration process! and I'm still not able to buy a bus ticket yet !"
f432,A Google user,1,1/6/2019 12:15,4,"For 3 consecutive days I have trying to purchase a 30-days ticket without success. I have even tried different debit and credit cards on two smart-phones. This is the second time that I have this issue, first one was in the beginning of december. When contacting Klarna, the customer service representative cannot provide immediate answer and they take up to three days to contact you back. I never had such a big problems purchasing transportation tickets like with this App"
f433,A Google user,1,1/4/2019 16:12,3,Impossible to register their card without the app crashing
f434,A Google user,1,12/27/2018 8:37,13,"Tried 30min to register 3 different cards. Not possible. Useless. Several other users have reported the same problem. It's amazing that Skånetrafiken then refer to one of the third party providers they use for the app. If you provide a product you are responsible for it. Skånetrafiken, towards the customers you must consider yourself accountable for both the front end and the backend of the app."
f435,A Google user,1,12/26/2018 11:21,2,"A good app until it's time to pay.As soon as clear is involved, it is a stroll unless you choose an invoice.Tested with several different cards.Klarna's card payments suck, not just in Skånetrafiken's app."
f436,A Google user,1,12/21/2018 7:10,1,"Unable to paste passwords, making it impossible to use Password Manager at login.Idiot gear."
f437,A Google user,3,12/17/2018 10:55,0,It is ok but messy if you enter the stop in the wrong direction.
f438,A Google user,1,12/14/2018 17:23,3,"Will be able to lend their card for a shorter period but of course it does not work (but the card is still ""loaned"" during the selected time).Unable to change languages either.Feels about as reliable as Skånetrafiken's buses."
f439,A Google user,1,12/13/2018 11:10,0,"The worst traffic company in the world!If you have booked a time with a doctor or other and thought you arrived on time, don't think so!The bus may come late all the time!"
f440,A Google user,5,12/1/2018 18:17,0,I like it
f441,A Google user,2,11/29/2018 16:42,0,"Very confusing, it turned out that the ticket showed when I bought it until it went out but it was not so I bought one more but soon realized the error."
f442,A Google user,3,11/27/2018 20:34,2,"They have now fixed some previous problems.A new thing they added is that after looking for a trip, a button is shown with the text ""Select Ticket"" but what happens when you press it is that you can only buy new tickets, not choose a man already and is valid.Eva a completely misleading button that could be the top good but instead just lurks uses.Please fix this and stop introducing illogical elements."
f443,A Google user,3,11/20/2018 20:22,3,"It's ok but is missing some trivial functions. Like possibility to subscribe and get notifications about selected departures. Would also be good to prevent it from asking about turning on location services every time I go in there. Also a direct button to access the last activated ticket. Since all this is missing, I'd say this is a rather mediocre app."
f444,A Google user,5,11/18/2018 20:19,3,Glad to have the English version back for those of us learning Swedish. Another plus for allowing use without requiring a personal number.
f445,A Google user,5,11/12/2018 7:46,1,I really love the ticket lending feature!
f446,A Google user,3,11/8/2018 7:12,1,"A good app but it is far too time -consuming to get the ticket.If you stand and keep track of where the bus is, it takes half a minute before switching to the ticket itself.Which is quite disturbing if there are a couple of pieces going on the bus and must stand and shit."
f447,A Google user,3,11/4/2018 13:33,0,The app is getting pretty good now actually. It's convenient for short trips. I still think it's stupid that the Jojo-card grants you extra cheap tickets but the app doesn't. How does that make any sense? So for my monthly card the phone is best since the price is the same but for a single trip the card is vastly superior due to the 10% discount per trip. Crazy! Also let us use NFC for bliping in just like the oyster card in London. You use blip cards on the bus anyway.
f448,A Google user,5,11/1/2018 17:38,0,Makes travelling so easy. And the app is quite fast and accurate. Thanks team for such wonderful app :)
f449,A Google user,4,11/1/2018 12:30,0,"App is fantastic, please add option of Family travel also, I am purchasing individual tickets and those are costly. Thanks"
f450,A Google user,1,10/5/2018 10:39,0,"Don't buy tickets on the app! You have to activate tickets before, doesn't matter if have a place or not! No money back but this got your F money. The rule not so clear (except you read that looong rules) them tell you when you get on board or you have to pay 1000kr. Help your self service. You don't have thing to say. But I still go with them TT, ""you have no choice"" these words can make more rule possible for them. Anyone know if there are another buss company in Sweden?"
f451,A Google user,5,10/2/2018 11:32,0,Finally in English. Thanks
f452,A Google user,1,9/25/2018 15:44,2,"5 ""Favorites"", two of which you decided on the name!?Names that are completely meaningless if you live /work near more than one stop!Then I am expected to name stops, which already have names, why?It is also not possible to copy the search so I can enter it again ... what you prioritized is a big meaningless map!How on earth do you think?The previous app was ugly ugly, but it was at least useful for someone traveling in Skåne and uses more than a few stops.This feels frustrating and complicated.I expected a useful tool not a fashion accessory!Please hire not only designers but also someone who has some understanding of UX and can care, at least a little, about the user!"
f453,A Google user,3,9/24/2018 13:53,1,Good app but sometimes Klarna refuses to approve ticket purchases.Can be a little panicked situations.
f454,A Google user,1,9/18/2018 16:06,0,Embarrassing
f455,A Google user,3,9/3/2018 14:23,4,"Great that you added English, but please add a toggle / switch so I can continue using Swedish in the app even though I have English as my system language."
f456,A Google user,4,8/31/2018 16:54,0,"Hi, Great up but when I search for a new journey I am unable to see current valid tickets. I see only the option to buy a new one. Can you please add this new feature in the next release."
f457,A Google user,3,8/31/2018 10:33,1,Well working app. It would be better if 1) you could setup a password protection before buying a new ticket is accepted 2) quick search the route specified by a bought ticket.
f458,A Google user,5,8/30/2018 17:43,0,Finally in English 😁
f459,A Google user,5,8/24/2018 23:44,1,Finally the app is released in English also. Thanks a lot for the updates. App is very easy and convenient to use.
f460,A Google user,5,8/24/2018 18:14,0,Great app!! You cannot travel without in skane region!
f461,A Google user,4,8/23/2018 8:36,0,I love this app! I'm still not sure how to lend my 30-Day Card to someone else..
f462,A Google user,4,8/22/2018 16:36,2,Nice with support for english. But if I want to have the app in swedish and my phone in english? Couldn't you have added this in settings?
f463,A Google user,4,8/17/2018 7:58,0,"Suggestion: Quick search based on an active ticket, with the stations that the ticket is purchased with."
f464,A Google user,1,8/16/2018 14:32,0,Terrible app
f465,A Google user,1,8/16/2018 11:17,0,"Shit!When you have to pay and choose the number of passengers and happen to the Nudda + button when you roll the screen down, it adds passengers !!When I looked at the ticket I had paid for two extra passengers 😡"
f466,A Google user,1,8/10/2018 17:28,3,I don't know what is wrong with this app but it doesn't accept any of my payment options. Tried 4 different cards plus billing to the address and all I get is a stupid something went wrong message
f467,A Google user,1,8/3/2018 11:18,0,One of the worst user interfaces I have ever used.Makes me cry every time.
f468,A Google user,4,8/2/2018 21:15,0,"Useful app with many nice features. One thing i would like to be different is that its currently not possible to search a journey, quickly switch to a ticket to scan it when boarding, and then go back to the searched journey. Especially now with the sommar jojo, this is a frequent occurence, and its not very user friendly to have to back out of the search abd after the scan have to restart the search. I would also like to have some simple search customizations, like ""only busses"""
f469,A Google user,3,7/18/2018 8:57,0,"It is ok to quickly check travel and buy a ticket.But it misses some stations, for example the station at Föreningsgatan-Ballmansgatan is missing and the app gives the wrong indication to go to St. Pauli instead, even though you are at the nearest station.Simply the station is not available in Google Maps, which I adopt is used by the app."
f470,A Google user,1,7/14/2018 18:35,0,"Search doesn't work... won't find bus trips I know exist, won't return trips from the bus line at all that I know is the most appropriate from my location"
f471,A Google user,1,7/10/2018 19:52,2,"LOUSY!!The old app has more features, search to download timetables etc.Why do all software developers insist on cashier good software & replace with downdented versions that are much worse than the original and then call it ""user -friendliness""?"
f472,A Google user,2,7/1/2018 15:13,0,"So bad.Sure, there are basic features but many are missing on the previous app and are hard to see when buses/trains are late (which is 90% of the time).When you have to fill in where to go, it jumps to where you go from instead but if you have GPS on it does not.Very annoying.And like the old app is not updated when there are delays and since it is often large delays, it becomes bookish to search all sub -trips individually."
f473,A Google user,1,6/25/2018 6:46,0,Useless!The departure times are not true!
f474,A Google user,1,6/2/2018 7:50,0,It doesn't work on my mobile. I can't buy ticket.
f475,A Google user,1,5/28/2018 19:36,1,Really need to work out how to move around with the bus system and it seems i need to learn swedish. Please add english. Make a tourist's life easier
f476,A Google user,1,5/16/2018 9:15,0,"Missing the ability to buy only a bike ticket.I am forced to buy a ticket for myself also even though I have a period card already on my mobile.What you mention in Reply is not going.I have a 30 day ticket on my mobile already!Although I choose a distance between A and B and then bike (under supplement), the app requires that I add a ticket for myself also otherwise the buy button is gray marked.The app does not check if I already have a 30 day ticket activated.Either I do wrong or you have built a very non -intuitive app."
f477,A Google user,1,5/15/2018 7:21,0,"There is no button to report remarks.Often no information what has happened to the bus, but it has just passed?You can address your problems or ignore them :)"
f478,A Google user,4,4/12/2018 20:13,1,Bra!
f479,A Google user,5,4/12/2018 5:49,0,The latest update with a quick road to purchased ticket is brilliant!A great deal to the one who thought this out!
f480,A Google user,1,4/11/2018 17:33,0,"Just decides not to work sometimes saying there is no internet while there clearly is a very good connection to the internet resulting in me missing busses all the time. Needs fixing because we are forced to use it and there is no alternative, this is not acceptable."
f481,A Google user,5,4/7/2018 21:37,2,"Finally, quick button for tickets."
f482,A Google user,1,4/4/2018 16:49,0,"Unable to make card payment because it claims that I have done ""Too many failed attempts"" when I would enter date of expiry .. even though I entered the right information.So the only option to buy a ticket is with an invoice, damn Klarna hell which I do not intend to do.Total crap.Plus it always takes ""a little longer than expected"" when it is charging, works well 1 out of 5 times."
f483,A Google user,2,4/3/2018 13:01,0,"Typical example of over -designed UI.Instead of ease of use, nice design has been prioritized, which is completely idiotic considering the purpose of the app."
f484,A Google user,3,3/28/2018 11:05,0,"It is good that you have solved it with an account so that the tickets can be retrieved.However, the restriction in 30 days is not so good.If for some reason I need to reinstall my phone more often then I will not be able to download tickets.If the account is activated on the same phone, there should be no restriction in 30 days!"
f485,A Google user,1,3/20/2018 16:58,0,The opposite of ease of use.Payments rarely work and it always sprinkles when changing payment methods.
f486,A Google user,1,3/20/2018 12:57,1,Unable to add cards
f487,A Google user,2,3/20/2018 7:52,1,"Unable to change payment methods, so now it's useless. Drains battery as it always needs location data."
f488,A Google user,1,3/17/2018 10:17,0,"The app is the right cash. Almost missed the bus because of it.Registering did not work when you filled in short information and pressed ""register"" when nothing happened.Please do not waste our time and energy with this rubbish"
f489,A Google user,2,3/15/2018 14:34,3,"The app bought twice the same ticket although it showed that the purchase was not successful in the first attempt. Did not compensation, because accidentally I activated both of them."
f490,A Google user,1,3/14/2018 9:29,3,"So in my previous review you replied ""We are working on it, end of the year"". Now it's the middle of March, so again I ask you ""When will I be able to buy tickets to Copenhagen?"" - this is one of your core groups of daily travellers yet you have given no update about this functionality."
f491,A Google user,1,3/10/2018 14:49,2,"One star is too good this app! They have taken the best of the old app, scrapped it and created something really useless! Can't buy a duo or a return ticket. Can't even set locations easily"
f492,A Google user,5,3/6/2018 13:19,0,"A while since I tested the Skåne app, this is so much better one the old app"
f493,A Google user,1,2/15/2018 16:43,1,"May not be purchased for the selected trip ""at most destinations."
f494,A Google user,2,2/13/2018 11:04,0,Can't buy tickets
f495,A Google user,3,2/6/2018 8:15,0,"Works well but can be done much smoother, because you use it every day.For example, there should be quick link to purchased tickets when you long print on the app icon.Had saved a lot of time and frustration, especially now during the winter when you do not want to stand outside without gloves longer than necessary.Since the menu is at the top left of the app makes me think that no one who develops this itself has a modern mobile with a big screen .... completely crazy location.Looking forward to improvements."
f496,A Google user,1,2/3/2018 8:18,0,"Fy damn, unfinished and substandard beta shit .. Why does it take several months to fix the problems that customers experience.For example, tickets and period cards are tied to the mobile and not the phone number which basically makes it impossible to change the phone.Sigh.."
f497,A Google user,3,2/1/2018 16:20,0,The display turns off even when qr code is displayed and sometimes leads to lock screen. Kindly use wake locks to keep screen bright when qr code is displayed. That will help in better usage of new app. Contact me if you need more info on java programming required.
f498,A Google user,3,1/31/2018 1:10,1,"It's very dissapointing that the app comes only in Swedish, not in English...  (Normally most other apps have an option that the users can either use the local language or English)  So if somebody is new to Sweden, then it's very difficult to use this app..."
f499,A Google user,2,1/23/2018 17:15,0,"I am a little thoughtful about why no shortcut to purchased tickets is available.After all, it is mainly the people who use the app daily need to be easily accessible.Three clicks to get their ticket from the start of the app is not very effective.In addition, it is much slower to try to travel than with the old app.Have used the new in principle since it was released but it is still more good looking than functional."
f500,A Google user,2,1/15/2018 23:53,8,"Badly!Nice look, but definitely not what I need on the go;More favorites and a history list in the home screen.The last app put the commuter in focus, this puts the tourist in focus.The tourist has more time to go through maps and manually enter stops and addresses, unlike the commuter!The commuter uses the app to a greater extent also than the typical user who only buys tickets in the app ... The new development team PO should check out the older app - Watch and Learn, no shame to realize that the older one is better and that you just need to modernize it instead of replacing it ""with something brand new"" I have my monthly card in this app, and you may not have to use the app ...It would have been a good workaround for me as a commuter, although I have to create a new shortcut every month ..."
f501,A Google user,3,1/11/2018 15:07,1,Despite reviews this is a pretty good app. I've been waiting for it for a while. Having recently switched from iOS to Android I can say that the Android version needs some love.
f502,A Google user,3,12/28/2017 12:20,0,"Works OK except for the horrible usability problem that you cannot access your already bought tickets without clearing your latest search results. Really annoying when you need to switch trains or bus lines when going somewhere. This happens all the time for me at least.  When you search for a trip a floating action button shows at the bottom right with a ""buy ticket"" option, but when you already have one it should obviously give you the ""show ticket"" option instead. Or even better, like the add event button in the Google calendar app, the FAB could expand when you click it and show both options or maybe even one icon for each ticket if you happen to have more than one."
f503,A Google user,3,12/21/2017 13:41,10,"The new validity period is better!Fun to see change relatively fast.I miss the calendar feature from the last app.Then one's active ticket should be reached from all pages in the app, so you don't have to shiver through all pages to get to ""tickets""."
f504,A Google user,3,12/14/2017 7:42,1,"The app has a weird usability issue in which makes it hard for you to toggle between the purchased tickets and the searched trip. If you go back to the tickets, your searched trip disappears and you have to search and find it again - a bit annoying and counter intuitive when you need to constantly check on the steps of the journey (which bus stop, time of the train, time you arrive, etc) but still show your ticket often."
f505,A Google user,1,12/12/2017 19:32,1,Time of busses is very wrong. I take bus nr 5 in Malmo. It could not be more inaccurate about times
f506,A Google user,1,11/30/2017 9:59,2,"The app has a strange flow. Bought a ticket, it disappears when I want to enter the bus, bought a new one, and now I've bought two tickets. Asked for refund and got this reply ""There is no refund. Have a nice weekend."". Just take a taxi or drive instead."
f507,A Google user,1,11/29/2017 10:08,0,Time display cut off on my phone.
f508,A Google user,3,11/27/2017 6:59,0,"Since the last update, the QR code seems to be too small and is impossible to scan it. It has happened to me and my sister. The code is surrounded by a white border that originally was the whole code"
f509,A Google user,2,11/26/2017 22:00,0,"Works well with the payment part itself and getting a ticket, but is the right cash when it comes to showing traffic status and such small details as what stops are actually open and can be used.A small note about ""moved"" would have been nice to get when searching for where to go from."
f510,A Google user,1,11/23/2017 7:48,0,Completely useless.Why introduce a new app with poorer functionality one of the already existing ones?
f511,A Google user,1,11/21/2017 13:51,0,Invalid ticket!Invalid ticket!😤
f512,A Google user,3,11/17/2017 18:36,3,Please fix smoother navigation between ticket and search.In the iOS app you can easily switch between the two while in this one must take 5 different steps and sought trip is not saved
f513,A Google user,3,11/14/2017 17:22,0,Fails sometimes on my 30day tickets.  Not even restart off the app will let the scanners  recognize the ticket. Which is bullcrap and leads to a pretty uncomfortable journey traveling and trying the scanner over and over. At least the Jojo cards don't fail.  It also seems like some drivers don't know how to handle the system in the bus itself. Just waving me past whenever they can't get it working.
f514,A Google user,2,11/13/2017 13:05,3,"Better, but much is missing.The most difficult thing is that you have to remove your search results to access the ticket, and that there are so many prints before the ticket comes up.Would be better that you could kind of swipe right to get a ticket directly and that your planning is not reset when you check your ticket, so that you still know where to show the ticket, especially if you have many changes.Can be a little tricky to look for everything, especially if you are in another place.The planning lacks many options, and often gives changes that you do not have time if a bus is for example two minutes by late.Thus, there are more buses to use than the app shows, and many that are not shown are better to take if, for example, you should switch to trains."
f515,A Google user,1,11/12/2017 2:06,0,Worst app 2017
f516,A Google user,1,11/9/2017 21:07,0,How can you make such an incredibly stupid system as you cannot use your replacement codes.These should only burn inside if you want to use your app.
f517,A Google user,3,11/7/2017 21:35,0,Make the tickets so they are account connected so that they can be obtained elsewhere.In case of TRASSY or away dropped tele.Even if you have more units
f518,A Google user,4,11/7/2017 13:05,1,Very good app.Had wished there was a widget that could be placed on the home screen with its QR code.:)
f519,A Google user,1,11/7/2017 9:28,0,You are a hell project that lives like a boil on society and does not have the slightest idea of what skills and time is for something.Resign.Liquidate.Implode.
f520,A Google user,1,10/28/2017 13:01,0,Now I have all 3 apps installed.Can you put all the functionality in an app please?Hole in the huet
f521,A Google user,2,10/24/2017 20:58,0,"Have been cash, so switched back to the old app.Thought to give the new app another chance, now I can't even add my number because it doesn't send the code.Casst"
f522,A Google user,2,10/19/2017 19:07,0,It does not work properly. Each time it shows different price for ticket.
